Name,CC0h_1,CC0h_2,CC0h_3,CC4h_1,CC4h_2,CC4h_3,CC12h_1,CC12h_2,CC12h_3,MGC0h_1,MGC0h_2,MGC0h_3,MGC4h_1,MGC4h_2,MGC4h_3,MGC12h_1,MGC12h_2,MGC12h_3
Ptpn18,48,262,144,245,68,672,13,10,21,51,37,114,29,38,70,23,47,56
Gm28417,2,12,6,2,4,1,6,3,2,8,2,4,3,1,3,0,3,2
4930568A12Rik,0,2,2,0,0,4,0,0,0,2,2,0,0,2,2,2,0,5
Prss39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Cfc1,0,1,4,0,0,8,1,1,1,0,2,3,0,0,2,1,0,0
Prss40,1,0,0,0,1,10,0,0,2,0,0,1,1,1,0,0,1,1
1700101I19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amer3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,2,0
Arhgef4,157,275,271,298,212,427,137,141,152,276,243,229,233,177,218,227,266,259
Gm38336,18,42,14,42,32,36,26,8,64,62,41,34,63,33,44,33,26,40
Fam168b,6769,6856,6340,7442,6538,4618,5838,5718,6457,9336,6725,7452,6239,7360,6483,6013,6177,6269
Gm37127,6,4,0,16,18,7,5,12,8,44,53,27,26,25,18,2,14,11
Plekhb2,571,546,412,871,624,606,1205,1133,1297,1089,789,885,442,530,586,805,937,771
Gm25096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37068,2,1,0,0,0,3,0,0,1,0,0,4,1,2,0,0,0,0
Gm25634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28415,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
1110002O04Rik,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
Gm37146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gm33222,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4930535G08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38049,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,4
Hs6st1,1244,1806,1899,13761,9432,7756,12357,10652,12952,3023,2357,2713,13582,17513,15456,11183,12631,13153
Gm37335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33280,34,61,28,54,26,40,82,106,180,89,59,83,64,116,85,91,108,117
Uggt1,5030,5538,4724,6829,5494,4530,10233,10390,10496,18613,12436,15030,9122,10264,11101,9755,9986,11811
Mir6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurl3,12,22,6,14,2,14,15,8,10,14,17,39,18,31,27,37,42,38
Arid5a,76,106,104,909,799,790,1283,1041,1316,76,60,145,299,413,404,641,746,692
4930403P22Rik,0,0,6,2,0,4,0,2,4,4,14,6,8,4,10,0,10,6
Kansl3,3505,4717,3939,4651,3748,3414,5526,5448,6109,6357,4974,5222,4489,4549,5009,4638,4914,5189
Mir6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fer1l5,153,186,273,72,73,93,164,178,140,175,137,173,62,74,65,172,179,191
Lman2l,1614,1721,1611,1231,1101,1135,1975,1841,1983,2269,1586,2067,799,777,914,1634,1841,2013
Cnnm4,382,540,489,1086,997,1085,785,602,876,979,680,655,588,604,606,740,827,827
Gm37909,0,0,0,2,0,0,7,4,0,0,0,0,0,10,2,2,0,4
Gm47280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnnm3,2875,3052,2937,1980,1221,1036,1447,1433,1664,3902,2660,2900,1521,1294,1639,1437,1284,1578
Gm38033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,279,362,345,56,32,54,74,54,83,356,249,310,79,49,79,189,130,159
Gm42417,113,281,145,31,34,26,34,28,46,194,170,143,43,35,47,83,51,84
Ankrd39,991,1333,1171,315,222,266,339,360,367,1279,967,1004,297,211,314,533,528,571
Sema4c,2979,3399,2955,4627,2894,2291,2672,2004,2965,4814,3801,3824,3935,4071,4056,2037,2022,2594
D430040D24Rik,218,243,232,88,66,73,78,85,119,216,208,200,48,63,70,69,96,98
Fam178b,245,318,213,69,22,105,20,22,18,208,113,123,11,22,18,73,69,101
Gm24133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox5b,5087,6207,4630,4420,3671,3459,3344,3189,3899,3368,2621,2750,1839,2181,2205,2513,2581,2781
Actr1b,4729,5117,4404,7312,5728,4232,5546,5141,6058,6319,4452,4848,4104,4959,4575,5632,6042,6276
4933424G06Rik,12,148,45,144,25,379,8,12,11,11,15,38,13,20,8,18,19,27
Gm33533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Zap70,8,47,30,22,16,45,1,6,5,6,14,11,6,0,4,14,14,14
Tmem131,4103,5243,4708,5985,4431,3881,5007,4776,4821,10017,7038,8211,6720,6531,6964,5087,5287,5955
Gm37506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38115,1,0,0,0,0,7,1,0,0,0,4,2,0,0,0,0,4,0
F830112A20Rik,4,0,1,3,0,0,0,0,1,4,0,1,0,0,3,0,0,1
n-R5s210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vwa3b,29,14,9,25,10,20,2,3,5,9,5,10,2,2,9,6,7,3
Gm37020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnga3,2,0,1,21,21,11,7,16,6,2,0,3,7,3,4,0,5,2
1700074A21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inpp4a,755,1078,1080,900,633,894,1120,1112,1110,1831,1387,1689,889,1073,1063,998,1000,1088
4930439A04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coa5,1588,1899,1541,2561,1809,1567,3243,3554,3751,2468,1797,2069,1455,1559,1649,2791,3318,3090
Unc50,1925,3207,3078,3068,1872,4412,2004,2040,2187,2673,2056,2171,1644,1613,1911,1834,1880,1985
Mgat4a,29,221,295,494,129,785,41,38,20,181,124,256,121,121,153,107,89,106
4930594C11Rik,1,0,0,2,2,0,2,0,1,0,0,3,0,1,1,0,1,0
2010300C02Rik,4,22,16,62,31,49,13,7,23,33,19,38,63,73,70,44,65,67
4930556I23Rik,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
4930470B04Rik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm19863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsga10,307,419,291,292,176,452,150,178,171,517,351,303,204,191,231,225,252,244
Gm26805,0,2,0,0,0,0,1,0,0,2,2,2,0,0,0,2,0,0
Lipt1,147,553,455,373,218,850,119,144,169,181,151,224,74,100,96,199,189,147
Mitd1,517,579,495,390,215,315,478,518,520,651,564,518,337,233,361,533,559,549
Mrpl30,1924,2245,1860,1547,1273,1112,1388,1377,1565,1323,1039,1047,690,770,855,1122,1074,1240
Lyg2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15457,0,4,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0
Lyg1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
Gm23409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txndc9,2097,3427,3080,3729,2691,4431,2366,2253,2693,1969,1607,1582,1560,1869,1757,1708,1855,1966
Eif5b,8921,11718,9969,11613,7281,10971,6453,6383,7455,6239,4329,5032,4806,5007,5044,5567,5761,5713
Rev1,1460,1970,1829,1488,1014,1702,920,1019,955,2839,2021,2024,1440,1599,1544,1101,1219,1443
Gm37062,0,4,3,0,4,0,4,6,2,11,4,14,4,10,6,2,2,0
Gm5099,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,3,0
Aff3,8106,11391,9984,8856,6751,5553,2568,2432,2736,8241,5777,6783,5684,7586,6228,2350,1674,2236
Gm16150,1,2,4,1,6,4,0,0,0,0,0,1,2,2,0,0,0,0
Gm16151,0,18,0,6,6,0,0,0,0,2,0,0,0,0,2,0,0,4
Gm16152,4,0,0,11,24,24,4,8,1,11,7,0,10,29,7,0,0,0
2610300A13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonrf2,8,52,64,64,17,155,2,0,0,26,24,22,23,6,15,15,11,10
Chst10,70,40,86,51,26,43,11,14,20,122,107,120,55,50,77,76,69,95
Gm37707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nms,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Pdcl3,1346,2167,1764,2354,1762,2163,2670,2812,3011,1736,1404,1423,1162,1159,1273,1861,2036,1790
Gm37309,13,32,50,36,44,38,74,65,53,159,124,90,69,53,88,70,55,62
Gm37821,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Gm37091,0,0,0,0,0,15,0,0,0,4,0,0,1,1,0,2,0,2
Mir6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npas2,87,422,270,333,232,914,22,60,61,128,94,170,81,69,90,287,390,379
Rpl31,21670,22983,20276,19411,16270,12174,12673,11881,14400,11974,8036,9037,7175,9219,8380,7832,8001,8193
Tbc1d8,1760,3251,3101,2383,1626,4239,1211,1646,1673,4141,3273,3277,3671,2800,3387,5572,7246,6583
Gm37265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm24826_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24826_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnot11,1834,3145,2833,3742,2510,5110,1590,1643,1941,1953,1517,1711,1461,1678,1656,1474,1620,1672
Gm15832,156,303,333,212,179,126,157,179,200,270,248,266,343,259,379,198,181,300
Snord89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf149,1919,2232,1819,3007,2577,1696,4112,3884,4555,2258,1884,1786,2485,2555,2409,3432,4074,4205
Gm23722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creg2,6,7,10,23,14,16,19,27,25,25,22,14,52,62,60,263,308,325
D930019O06Rik,0,4,3,0,0,7,4,0,0,2,0,2,2,5,2,10,9,5
Rfx8,3,3,2,10,2,1,83,93,104,4,4,3,3,0,6,158,179,188
Gm3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,10,20,18,1,5,6,6,10,8,66,24,58,25,9,29,55,52,72
Map4k4,9210,10482,8916,9383,7257,5853,22178,23524,23856,14835,10386,12475,11120,13050,12396,28848,34638,32400
4930456G14Rik,0,0,0,0,0,0,0,0,0,0,4,12,2,0,2,0,0,0
Il1r2,9,62,90,62,16,230,2,2,5,37,41,36,77,159,125,22,22,27
Gm16894,0,0,0,0,0,2,0,0,1,12,2,5,21,10,13,0,2,0
Gm37347,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Il1r1,883,1139,1039,16489,14196,8595,10278,9132,10601,2550,1999,2039,11985,14889,12419,8395,9529,8977
Gm38070,7,127,82,133,44,275,0,1,3,8,6,20,5,11,10,9,9,11
Il1rl2,68,51,36,659,720,506,1481,1630,1720,174,175,186,2780,2306,2987,4256,5433,5524
Il1rl1,2,9,1,0,0,0,2,1,0,0,5,2,3,11,13,8,11,6
Il18r1,30,21,14,10,14,22,0,1,2,14,18,20,12,10,14,10,16,19
Il18rap,1,11,7,9,10,13,1,0,0,0,9,11,9,6,9,7,7,17
Gm35801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc9a4,0,76,67,54,18,166,0,1,1,5,6,8,2,8,4,9,2,3
Gm37435,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
Slc9a2,125,196,125,353,460,246,66,76,110,217,209,312,93,137,95,229,234,207
Gm37623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
Gm37915,0,10,10,0,6,14,0,0,2,2,0,0,0,2,0,2,2,0
Mfsd9,95,200,280,161,86,482,86,106,152,114,115,112,34,16,34,78,51,80
Tmem182,284,453,328,138,146,284,0,0,2,79,86,158,16,43,26,51,25,33
4930448I06Rik,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Gm28634,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm29260,41,54,45,13,20,5,4,3,6,33,61,46,5,1,3,2,0,11
Gm9915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28175,1236,1432,1493,606,571,465,110,136,171,1147,986,956,179,220,145,45,40,57
Gm28140,0,2,16,6,1,10,0,1,0,4,16,4,1,1,0,0,0,1
Gm37047,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
Pantr1,9,3,2,4,3,17,0,4,1,4,1,2,2,2,1,3,1,6
4930420N18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20646,8,31,8,29,13,56,1,1,3,5,2,14,1,3,7,6,4,6
Pou3f3,5,4,2,12,8,37,15,6,18,5,2,1,7,14,0,4,8,11
Pantr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Mrps9,2186,2938,2693,1676,1271,1156,1688,1907,2083,2548,2068,2157,1393,1286,1483,1565,1739,1924
Gm23126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr45,17,30,14,74,24,26,16,16,14,27,21,27,55,38,62,21,20,17
Gm24001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbrap1,1606,2596,2354,2309,1478,2512,1793,1827,2093,3015,2210,2426,1297,1276,1356,1722,1796,1869
Gm28782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8430432A02Rik,4,12,14,13,2,8,12,8,8,18,10,13,16,8,4,10,14,8
AI597479,1572,1754,1601,913,700,733,1162,1325,1210,1744,1213,1495,817,666,777,1146,1207,1259
Fhl2,308,378,326,292,371,173,1343,1198,1405,382,250,490,141,197,217,617,637,547
Gm29040,10,6,9,5,15,9,5,17,5,11,0,3,2,7,4,3,3,3
Nck2,1358,1784,1427,2363,2005,1412,1912,1983,2024,1831,1369,1497,1635,1744,1624,1485,1568,1588
Gm37536,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm38228,24,19,22,62,22,24,11,16,26,38,12,20,37,27,22,18,20,17
1500015O10Rik,22,8,8,19,6,8,47,40,38,42,37,50,18,25,38,34,29,17
Gm29155,2,6,0,4,8,6,5,5,2,13,8,14,2,5,4,1,8,8
Gm29157,0,0,0,4,0,0,4,0,0,4,2,2,0,2,2,2,0,10
Gm29156,0,10,0,14,4,4,0,12,2,10,6,6,6,10,14,8,6,13
Uxs1,2368,3008,2617,3881,2563,4192,2195,2057,2296,2689,1974,2317,1910,2090,2201,2073,2189,2438
Gm26352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpp2,2258,2823,2535,3393,3232,2172,3499,3329,3798,5622,4019,4172,3843,4604,4309,3632,4041,3955
Mettl21c,69,121,71,32,12,11,3,1,10,94,112,97,30,54,41,21,11,18
Gm8251,0,2,4,178,103,88,48,60,64,34,34,28,781,717,745,142,148,128
Tex30,1358,1820,1590,4946,3951,3095,3039,2930,3101,1363,1140,1161,7195,10949,8438,3714,4501,3993
Gm29247,103,108,94,93,35,54,49,34,37,105,81,80,109,152,146,72,48,100
Kdelc1,2770,3608,3095,2578,2112,1604,2405,2066,2689,3723,2839,3117,2363,2294,2705,2267,2418,2682
Bivm,923,1012,977,824,566,622,908,872,1030,1487,959,1040,624,565,609,718,844,856
Ercc5,1680,2266,2122,1271,951,1244,1246,1294,1449,2302,1662,1639,1335,1231,1392,1223,1334,1443
Mettl21e,0,1,0,1,3,0,0,3,2,2,1,0,3,1,0,1,1,0
Gm28893,0,0,0,24,14,27,4,1,10,0,0,2,14,47,31,6,2,8
Gulp1,60,141,168,692,458,410,395,363,495,236,163,258,625,603,649,300,350,348
Gm37626,0,4,0,18,4,12,0,4,6,0,0,0,8,10,2,2,1,0
4930521E06Rik,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4
Gm38110,47,132,152,164,60,578,0,4,0,22,6,16,0,13,6,9,9,17
Col3a1,75,49,17,67,8,13,164,136,166,12281,7597,16829,6501,7706,10378,6612,6761,11127
Gm47302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col5a2,59,79,42,299,192,192,1067,1159,1116,1392,999,1736,1736,1933,2470,2771,3195,4129
Gm38211,0,0,16,0,2,2,3,0,0,0,0,0,2,3,6,0,2,5
Gm23216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr75,2118,3108,2866,3619,3198,3174,1681,1519,1629,2865,2068,2141,1907,2036,2342,2345,2367,2516
Gm5269,13,8,3,10,7,3,4,11,3,6,2,5,2,5,3,1,3,2
Slc40a1,156,270,182,236,226,92,7039,7251,9606,616,418,683,542,374,600,1666,2103,2166
Dnah7b,325,449,461,237,145,514,190,284,305,705,522,654,148,183,157,251,324,401
n-R5s211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnah7c,222,830,686,2052,1455,2731,224,158,210,151,154,214,310,504,347,112,67,90
Slc39a10,2432,3722,3766,10533,6415,9790,4062,5047,4299,4756,3630,3758,7970,8660,8826,5431,6123,6598
Gm28151,26,54,58,84,70,116,54,68,78,97,84,100,93,72,128,32,42,56
Gm37393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28826,2,1,2,4,0,3,0,1,4,0,3,4,1,2,2,0,0,3
Gm38090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mir6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C230029F24Rik,18,61,63,68,39,174,15,21,27,13,8,11,22,21,31,44,47,38
4933411E06Rik,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
Gm27330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28321,0,0,0,6,0,0,0,4,1,0,0,4,0,3,0,0,0,2
Tmeff2,253,322,267,232,233,209,20,31,52,567,442,471,164,297,322,111,125,114
Gm28322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm25736,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm28319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28320,7,9,10,4,5,12,3,0,1,3,0,10,3,1,5,0,2,2
Gm29325,1,3,3,2,1,2,0,0,2,0,2,5,1,1,0,1,3,0
9330175M20Rik,2,6,9,5,1,7,1,5,11,20,6,24,4,9,4,6,0,2
Cavin2,24,44,38,12,14,10,0,4,8,330,238,433,102,91,166,100,98,90
1700072G22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nabp1,188,272,142,266,307,277,421,354,453,302,251,265,357,468,504,346,376,380
Gm17767,8,36,37,41,33,158,5,2,5,11,6,35,2,3,4,3,13,8
Gm37535,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Gm28055,26,25,30,9,8,21,4,4,6,30,26,18,13,28,17,5,10,14
Myo1b,15708,18361,15923,9621,9798,7380,4381,4705,4717,25520,18817,17266,9342,11805,9944,4656,4246,5167
Gm29453,0,10,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
Gm28323,0,0,0,0,0,0,0,0,0,4,0,5,0,2,2,0,0,0
Gm27607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stat4,57,240,163,167,77,387,5,26,12,16,28,46,10,21,11,24,14,24
Gm28177,8,5,0,6,9,14,2,4,0,9,9,15,0,2,7,10,2,6
Gm31812,25,50,10,4,0,2,2,2,2,24,8,6,0,0,0,0,6,4
Stat1,827,914,773,351,304,303,884,1305,1089,1067,939,1161,400,280,470,887,1199,1028
Gls,11885,14280,12478,6768,6386,3622,6439,6394,6737,24051,17694,16174,9207,9835,10186,10566,9751,11169
Gm23460,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nab1,908,1320,894,3180,2679,2016,6447,5932,6998,1652,1189,1402,2735,3645,2982,4416,5111,4872
Gm553,4,8,26,4,1,13,18,19,7,8,16,17,8,6,7,12,11,8
Gm28178,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,1,0
Nemp2,832,1009,934,292,247,259,707,634,831,1150,904,974,284,206,428,590,539,604
Gm37242,0,2,0,0,0,0,0,2,0,2,0,6,0,0,0,4,6,0
Mfsd6,78,285,195,639,338,665,1986,2003,2028,364,266,430,856,853,928,1635,1918,1671
Gm29670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Inpp1,204,343,209,855,848,488,1224,1301,1234,617,610,574,1818,2634,2126,1035,1219,1212
Hibch,755,1172,776,390,304,248,1039,1268,1158,1142,780,883,421,268,427,724,797,904
1700019D03Rik,3,20,28,27,17,58,10,9,7,10,15,14,8,8,9,5,15,9
Mstn,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gm24349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700019A02Rik,25,9,6,17,20,22,10,18,21,24,8,14,27,19,16,8,6,9
Pms1,472,819,688,558,239,1057,132,135,111,334,314,333,117,129,164,114,125,191
Gm28777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ormdl1,618,670,679,633,529,527,566,518,601,701,536,510,341,324,414,444,472,430
Gm28778,16,14,20,10,22,2,4,10,14,14,24,20,9,12,14,8,14,20
Osgepl1,534,646,840,452,411,510,355,387,376,947,773,726,268,209,311,444,369,465
Gm28551,25,36,48,38,2,44,10,34,20,75,53,92,24,5,25,22,21,26
Asnsd1,337,525,310,219,161,244,221,244,204,201,192,141,61,101,105,136,131,123
Dnah7a,90,146,139,1113,794,808,1515,1362,1524,105,71,100,803,1094,865,984,1233,1015
Gm25240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stk17b,748,809,730,2036,1553,1075,2201,2110,2613,1305,951,916,1380,1393,1529,1006,1197,1186
Gm37863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hecw2,1194,1557,1327,722,601,787,279,287,297,854,605,830,363,308,492,361,251,369
Mir7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37633,4,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
Gm25829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc150,105,141,168,135,150,107,57,53,77,139,114,87,55,51,69,74,68,105
Gtf3c3,938,1225,940,938,822,710,1175,1227,1228,1801,1344,1334,686,712,848,1164,1227,1374
Gm34066,0,1,13,38,9,84,2,0,3,0,5,15,9,10,5,4,6,0
Pgap1,175,211,183,1757,1325,1028,2043,1599,1803,628,473,484,2928,3028,3310,1836,1916,2008
Gm36955,0,0,1,2,8,1,4,2,0,0,0,0,2,11,5,0,3,0
Ankrd44,637,2556,2377,2490,1421,6564,395,378,460,781,669,952,339,335,414,441,373,451
4930444A19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37370,0,0,0,0,0,2,0,4,0,2,0,2,0,0,0,0,0,0
Gm24053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A130048G24Rik,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sf3b1,10189,12243,11223,12959,11036,11066,11920,11633,12202,19507,13976,15302,12605,15814,14199,12413,13113,13768
E330011M16Rik,4,2,1,12,16,14,22,24,33,6,0,0,7,16,20,8,10,6
Coq10b,421,623,499,2398,2430,2114,1751,1399,1826,769,628,622,1607,2486,1967,1274,1507,1480
Hspd1,18109,19667,16509,23434,21194,14538,12057,11530,13132,17173,12569,13473,14400,16994,16094,16197,17196,18650
Hspe1,6391,7138,6214,7774,6438,5198,3648,3267,4278,4146,3147,3580,5002,6738,5881,3803,4167,4001
Mob4,1430,1927,1432,2071,2009,1728,2546,2456,2767,2181,1803,1822,2522,3865,3505,3021,3704,3402
Rftn2,30,57,22,40,24,67,62,60,117,131,106,113,51,47,56,91,123,110
Gm10561,3,4,2,27,5,23,41,53,34,22,18,15,14,16,10,14,36,59
Mars2,260,304,286,474,367,363,251,324,340,569,468,379,365,375,448,598,690,836
Boll,11,48,49,25,16,27,22,19,16,39,18,30,16,20,29,50,37,75
Plcl1,31,104,60,93,25,171,31,26,25,40,38,116,123,117,121,106,105,113
Gm38056,7,10,1,6,4,5,4,0,4,8,12,14,8,11,9,4,12,2
Gm37382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130227L01Rik,8,23,16,42,4,112,0,0,1,1,7,4,7,3,5,5,6,1
Gm36986,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1700003I22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hsfy2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Satb2,65,133,87,1292,1065,962,556,416,498,364,279,218,2404,4022,2767,1173,1092,1203
9130024F11Rik,3,7,1,10,4,22,5,9,4,4,6,8,38,59,40,16,13,8
Gm4081,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Gm23943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700126A01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
BC055402,0,0,0,10,0,5,3,0,2,8,30,7,57,65,83,3,2,2
4930558J18Rik,69,41,67,27,13,26,8,9,17,55,73,46,40,42,45,16,25,10
1700066M21Rik,491,646,551,1240,953,1025,423,324,365,1039,799,588,2081,3237,2469,522,421,520
Tyw5,298,530,382,658,478,407,459,496,509,801,621,529,771,789,937,555,640,708
Maip1,631,741,667,709,684,508,546,515,704,796,552,611,555,702,576,566,617,598
Gm22371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37373,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0
