Name,CC0h_1,CC0h_2,CC0h_3,CC4h_1,CC4h_2,CC4h_3,CC12h_1,CC12h_2,CC12h_3,MGC0h_1,MGC0h_2,MGC0h_3,MGC4h_1,MGC4h_2,MGC4h_3,MGC12h_1,MGC12h_2,MGC12h_3
Vmn2r92,3,17,16,23,6,64,0,1,0,1,2,8,5,1,1,3,3,3
Vmn2r94,0,1,2,1,0,0,0,0,1,0,2,0,1,1,1,0,1,1
Vmn2r93,2,2,3,0,4,6,1,1,1,3,2,0,0,0,0,1,0,4
Vmn2r95,1,2,10,6,1,4,1,1,1,2,0,0,2,3,0,0,0,1
Vmn2r96,0,1,0,1,1,0,0,1,6,6,0,1,2,0,0,2,0,3
Vmn2r-ps117,1,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0
Vmn2r97,3,3,0,2,1,2,3,4,0,9,2,0,0,4,0,1,1,4
Vmn2r98,3,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,1,2
CT573043.1,3,1,2,7,0,0,2,1,2,3,3,2,1,2,1,1,1,2
Vmn2r99,1,4,3,0,0,3,1,1,1,2,0,1,2,0,0,0,0,1
CT030713.2,4,4,4,4,1,3,1,1,6,4,2,1,1,1,2,1,3,4
Vmn2r100,8,1,5,5,1,3,1,0,2,0,2,3,1,0,1,0,1,4
Vmn2r101,1,0,2,0,0,0,2,0,1,0,0,0,1,2,0,0,2,1
Vmn2r102,0,1,2,2,2,6,1,2,0,2,1,0,2,1,0,4,1,5
Vmn2r103,2,11,3,6,5,14,0,1,3,1,1,3,1,1,0,0,0,1
Vmn2r104,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Fpr-rs7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fpr-rs6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r105,3,2,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,1
Vmn2r106,5,11,11,10,2,3,1,0,0,4,4,3,2,5,1,6,5,9
Vmn2r107,1,0,3,6,4,2,1,1,1,1,2,2,2,0,0,2,2,0
Vmn1r224,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0
Vmn2r108,0,1,1,1,0,0,0,0,0,2,0,1,0,0,3,1,1,1
Vmn1r225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r109,4,0,0,3,6,2,5,2,6,0,2,1,11,12,15,0,0,0
Vmn2r110,7,1,6,3,1,0,2,0,2,2,3,1,0,4,1,0,1,2
Fpr-rs3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vmn1r226,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
Vmn1r227,4,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,1
Vmn1r228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Vmn1r229,10,14,20,25,10,89,2,5,4,0,4,5,2,2,1,3,2,1
Vmn1r230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vmn1r231,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AC109204.1,14,5,13,12,2,10,0,0,2,16,9,4,11,1,6,1,8,3
Vmn1r232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp2r1a,7591,8415,7385,7870,6629,6373,7015,6479,7845,7562,5197,5735,4456,6095,5492,5463,6053,5910
Vmn1r233,0,2,9,6,0,10,0,0,0,0,0,0,0,0,1,0,0,0
Zfp160,901,1161,1172,993,662,1097,576,656,716,1766,1434,1486,949,792,970,986,1021,1180
Gm5092,0,1,0,4,0,0,3,0,5,8,12,2,0,0,0,0,0,0
Vmn1r234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm26384,23,58,62,36,26,26,14,12,22,19,12,19,4,8,8,10,7,16
Vmn1r236,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Vmn1r237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zfp677,65,72,106,73,62,72,168,183,212,322,244,244,156,128,174,182,214,214
CT010433.1,1,0,1,2,0,0,7,1,4,2,3,1,2,0,2,7,3,3
Zfp54,52,43,81,57,42,38,95,110,122,126,103,64,53,54,65,83,114,111
Zfp51,387,681,429,585,511,654,630,641,638,477,456,437,433,513,454,487,545,484
Gm26753,2,6,2,2,0,0,0,2,4,4,2,4,6,0,6,0,4,0
Zfp53,460,418,453,1047,729,623,3194,3360,3353,654,392,444,1134,1438,1174,1428,1720,1753
9330136K24Rik,51,70,8,158,68,77,333,472,354,98,75,69,309,266,297,234,282,255
Zfp52,324,351,226,3170,3225,1886,6573,6592,6723,651,624,632,6078,8440,6455,5805,7149,6324
Zfp948,261,418,389,2017,1498,1451,2993,3193,3390,765,584,589,4606,4921,4576,3184,3400,3903
CAAA01141682.2,2,32,28,26,4,74,12,2,16,14,10,19,10,15,26,21,11,42
Zfp983,300,460,434,408,230,218,1235,1247,1356,1105,868,844,849,525,732,2860,3184,3331
Gm10226,12,32,14,40,28,62,40,36,19,22,20,22,27,18,24,48,76,61
Zfp760,385,559,516,382,297,326,506,451,593,1319,1107,1088,1000,876,1080,873,801,1020
Zfp229,332,493,474,371,276,801,412,311,436,802,568,541,310,311,370,424,520,555
Zfp820,91,75,73,84,88,148,103,154,155,265,232,246,121,135,138,108,159,145
Zfp995,192,397,308,166,189,119,193,276,195,595,442,465,367,298,334,280,207,290
Zfp942,914,1085,901,905,665,826,636,645,602,1960,1521,1626,1272,1190,1382,806,802,1044
Zfp943,542,626,503,462,429,566,588,586,597,1086,905,830,613,579,591,640,600,718
Zfp947,22,22,24,27,14,87,32,24,11,60,36,49,14,18,18,36,56,27
Zfp994,96,92,59,97,111,95,132,169,179,252,167,214,76,92,87,206,195,180
Gm7072,581,755,499,558,565,444,731,688,795,1038,773,786,553,532,584,715,750,794
Zfp944,405,739,537,658,450,829,552,481,565,1018,684,798,536,481,554,558,546,697
Zfp758,175,214,181,190,124,238,346,306,300,431,324,376,231,246,274,269,317,376
Zfp946,334,504,464,371,237,474,406,425,491,774,497,560,301,274,331,343,419,410
Vmn2r111,0,0,1,2,1,2,1,0,0,0,0,1,1,1,1,0,0,0
Vmn2r112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm5493,8,2,11,3,12,4,6,12,14,10,15,15,4,6,5,6,10,13
Gm16386,4,31,36,31,26,40,28,28,26,61,59,62,37,18,24,40,43,36
Zfp945,460,616,538,374,344,169,712,695,730,1240,1056,983,656,664,781,935,1100,1109
Vmn2r113,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Vmn2r-ps130,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,1
Zfp40,421,442,390,309,178,169,275,282,345,744,546,635,306,269,299,414,390,398
Vmn2r114,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
Vmn2r115,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Vmn2r116,0,1,0,5,0,0,0,0,7,0,0,0,1,0,0,0,0,4
Vmn2r117,0,1,1,0,1,0,0,0,4,0,0,0,0,1,0,1,0,1
AC154766.4,12,37,12,18,24,28,18,22,54,50,19,24,13,21,16,47,24,57
Casp16-ps,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1
Zfp213,419,506,369,346,226,202,185,159,294,579,358,397,208,265,254,247,271,314
Gm26695,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm49092,28,14,14,30,12,4,16,12,12,19,24,18,71,30,62,48,34,52
Zfp13,853,875,833,842,657,422,669,750,837,877,615,667,2193,1909,2095,1564,1888,1866
Zscan10,12,55,16,6,12,76,0,0,5,1,0,2,0,5,3,9,6,4
Mmp25,3,1,0,4,4,2,0,2,6,4,2,11,9,8,8,11,5,10
Bicdl2,22,48,10,74,81,106,36,22,24,18,10,15,69,111,89,32,38,28
Thoc6,894,1065,992,1256,1105,1084,967,1027,1177,1192,928,995,934,1250,1102,863,995,975
Hcfc1r1,965,1176,987,647,502,548,1254,1240,1605,784,588,635,247,409,344,770,735,711
Tnfrsf12a,176,156,151,16523,15339,9229,8900,6537,9353,155,161,171,5865,8730,6795,8018,9330,8796
Cldn6,0,0,0,4,0,7,0,0,2,0,2,0,0,2,0,2,2,2
Cldn9,0,0,6,2,0,19,0,0,0,0,0,0,0,2,0,0,2,0
1520401A03Rik,23,6,27,6,0,1,6,10,12,26,16,20,4,8,8,12,32,33
Pkmyt1,2076,2534,2517,2203,1870,1815,1177,1069,1174,2131,1513,1539,1276,1465,1524,1125,1015,1110
Paqr4,111,334,295,350,187,816,170,224,181,122,130,180,110,111,119,130,146,165
Kremen2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
9530082P21Rik,5,20,15,30,4,22,22,12,58,42,40,41,2,10,14,28,30,32
Flywch1,929,1178,980,731,414,423,1228,1137,1349,1782,1164,1276,520,448,593,947,1119,1142
Gm49163,10,4,0,9,15,0,3,2,8,12,10,8,2,4,4,2,2,6
Gm16275,0,0,1,2,1,0,6,0,3,2,6,6,4,0,3,4,1,0
Flywch2,105,22,94,44,36,30,74,83,90,138,94,83,35,36,37,52,71,85
Srrm2,26512,32696,30326,39834,30727,24944,30190,33149,31770,75545,54775,57670,59696,58917,60203,35890,37438,44029
Mir5125,1,0,2,3,2,2,2,0,1,3,0,3,5,2,4,2,1,1
Elob,4940,5364,5034,4110,3686,2563,3385,3130,3666,2753,2014,2359,1439,1788,1684,2310,2555,2536
Prss33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss41,0,2,8,11,0,0,0,6,2,8,6,2,4,5,3,12,4,4
Prss32,0,0,0,2,1,1,0,0,0,0,1,3,1,0,0,0,2,0
Gm15947,0,0,0,1,2,0,0,0,1,0,2,1,0,0,0,0,0,0
Prss21,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0
Dcpp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dcpp2,1,12,6,2,5,12,2,1,1,7,4,6,3,0,7,4,1,3
Dcpp3,0,12,16,5,3,12,0,1,5,1,1,0,4,1,0,0,2,0
Sbp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sbpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss30,42,67,60,623,676,405,337,253,387,17,20,13,82,109,99,65,60,54
Prss22,0,0,0,67,84,28,9,8,51,0,0,0,8,4,2,10,10,2
Gm27700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1
Prss27,0,0,0,6,0,0,0,8,2,0,0,0,0,0,0,62,74,80
Kctd5,1730,2005,2067,2436,1972,1994,2191,1959,2337,2145,1613,1676,1181,1337,1230,1509,1609,1690
Pdpk1,1885,2225,2096,3079,2312,3345,3470,3493,3580,2748,2006,2318,2048,2628,2278,3189,3577,3519
Amdhd2,630,802,710,330,219,311,447,564,659,902,636,845,227,172,268,484,524,549
Gm43796,5,24,10,15,3,13,8,10,25,8,15,11,2,10,9,20,11,28
Atp6v0c,1845,2016,1857,3441,3009,2841,2569,2455,2647,2058,1560,1581,2070,2458,2192,1900,2062,2025
Tbc1d24,989,1137,1082,591,359,348,905,782,870,2042,1287,1438,463,416,531,741,783,819
BC028777,2,2,14,3,2,2,22,15,6,14,25,12,8,7,7,12,10,10
Tedc2,698,928,819,737,499,625,393,397,388,890,631,697,411,279,458,372,361,501
Ccnf,3567,4539,3859,3144,2051,2978,1051,798,1225,3400,2751,2734,1789,1525,1720,1575,1324,1600
Mir5134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6965,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Abca17,10,3,3,15,7,20,3,3,6,6,2,9,5,6,7,1,5,6
Gm24427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abca3,764,959,713,701,443,632,1708,1977,1961,2530,1652,1985,828,763,851,1659,1845,1753
Gm25618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D330041H03Rik,193,154,146,182,124,103,110,150,138,333,304,301,353,294,407,148,130,183
Rnps1,6577,7249,6595,9283,7497,6168,4794,4579,5173,6344,4512,4549,4553,5636,5308,4177,4466,4552
Eci1,2378,2450,2241,1167,855,668,959,998,1146,2018,1515,1491,555,412,566,821,954,1048
Dnase1l2,63,114,150,154,24,91,80,75,66,216,183,248,126,69,107,90,85,122
E4f1,1997,3378,3010,2964,1922,4541,1455,1722,1722,2713,2182,2312,1548,1377,1708,1365,1399,1378
Pgp,3805,3816,3499,3954,2705,2223,1963,2113,2321,2161,1399,1474,1277,1339,1359,1614,1655,1694
Mlst8,1031,1244,1077,1248,931,764,1223,1169,1274,2034,1533,1689,1170,1214,1384,1029,1152,1196
Bricd5,0,10,0,6,8,0,1,1,2,2,3,0,0,2,2,2,0,1
Caskin1,1291,1939,1328,349,173,280,151,161,188,7600,5540,5496,467,489,704,479,415,485
Traf7,4449,5626,4979,5566,3871,3681,5245,5325,5934,6790,4876,5175,5014,4741,5437,5480,6058,6066
Rab26,21,16,44,30,12,26,71,55,76,53,50,30,25,19,9,26,8,20
Rab26os,180,190,252,143,82,229,64,14,66,123,93,80,98,80,104,70,66,150
Snord60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkd1,5272,5409,5210,4658,3089,2289,4626,4672,5069,14514,10398,12891,3958,3771,4641,6166,6864,7742
Gm24589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc2,3231,4940,4348,4493,2902,4951,4547,4966,5187,7705,5293,5710,3624,3507,3744,4674,5444,5266
Nthl1,598,758,563,339,238,540,198,184,254,579,460,515,205,146,175,238,215,273
Slc9a3r2,157,285,224,405,230,245,264,247,315,393,276,463,281,215,311,338,346,369
Npw,0,8,4,0,4,0,1,8,0,0,0,0,2,0,4,0,0,2
Zfp598,4725,5682,5176,7289,4604,6079,3801,3890,3970,5905,4275,4653,4500,4564,4696,3885,3974,4027
Syngr3,54,204,180,153,109,492,12,8,8,35,32,93,19,52,18,24,12,36
Gfer,1677,2475,2250,1741,1203,2146,791,795,808,1084,757,824,523,539,652,703,698,716
Noxo1,189,446,335,310,219,690,66,66,68,225,256,207,80,83,80,122,103,105
Tbl3,2765,3270,2957,2831,2355,2319,1783,1623,2039,3109,2042,2625,1734,2050,2311,1778,1976,2012
Rnf151,0,20,6,0,3,10,4,2,2,2,4,4,6,2,4,2,2,8
Rps2,33268,37958,31803,38179,31355,24077,26859,25712,30274,18799,12577,14239,13379,15990,15077,15149,15484,14836
Snhg9,12,5,0,0,4,3,2,0,3,0,0,0,0,1,0,0,3,0
Snora78,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Snora64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufb10,2132,2602,2350,1719,1207,1123,1504,1587,1874,1456,1303,1294,656,661,809,1021,1150,1152
Rpl3l,8,2,0,8,0,2,1,13,10,6,7,6,4,0,2,0,4,1
Msrb1,753,740,675,655,424,596,1159,1211,1381,766,541,641,387,368,425,660,850,739
Hs3st6,4,20,10,0,8,0,6,8,14,18,8,12,0,4,2,5,5,4
Meiob,2,8,6,0,1,1,1,1,0,1,2,1,4,0,1,1,2,4
Hagh,770,1189,1082,837,654,647,1043,1161,1448,1363,1108,1201,432,426,449,686,736,762
Fahd1,253,447,292,111,106,100,239,251,277,305,258,236,93,82,97,229,247,285
Igfals,6,26,32,42,20,132,2,0,0,3,8,17,4,2,0,9,4,2
Nubp2,1216,1643,1272,1646,1218,1555,1392,1349,1532,1181,860,1037,955,955,1011,1266,1286,1405
Spsb3,472,445,541,716,533,371,671,725,725,651,435,571,519,589,553,514,608,662
Eme2,423,676,584,705,504,416,613,641,676,1060,831,946,844,843,894,950,1092,1065
Mapk8ip3,4608,5465,5354,6881,5337,4654,5553,6428,6315,8650,6602,6857,6930,6577,7191,7452,8184,8944
Mrps34,1085,1279,1056,1139,619,563,818,763,932,754,651,633,394,354,440,557,673,692
Nme3,76,119,112,60,42,40,38,40,55,119,118,114,23,11,46,41,47,56
Jpt2,4668,5946,5068,5169,3281,5981,2122,1808,2172,4086,3065,3294,1734,1747,1922,1751,1469,1688
Cramp1l,1924,2189,2058,2632,1921,1402,2201,2586,2651,3701,2782,2887,2846,3005,2851,2097,2233,2684
Ift140,1602,1757,1667,382,222,525,1248,1235,1347,3286,2167,2539,480,370,424,1114,1224,1219
Tmem204,18,10,18,6,0,6,2,10,8,110,80,110,14,37,18,40,40,16
Telo2,2189,2615,2363,1490,989,971,835,893,993,3154,2264,2368,1196,854,1183,1260,1145,1320
Ptx4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Clcn7,2064,2088,2120,1624,963,958,1508,1573,1759,4585,3216,3459,2090,1634,2094,1882,2129,2301
Ccdc154,8,0,0,0,0,0,1,0,0,2,0,4,2,0,3,2,4,0
Gm38655,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
BC003965,1235,1372,1397,1652,1163,920,994,939,969,1099,755,811,718,728,778,927,982,1042
Unkl,1045,1243,1043,1773,1354,846,1431,1550,1717,1574,1225,1318,1431,1442,1266,1033,1072,1201
Gnptg,653,953,741,750,518,970,529,436,582,1084,909,1050,386,378,410,605,510,688
Tsr3,788,1141,944,1016,607,919,661,656,826,1062,840,893,583,580,676,685,780,750
Baiap3,8,89,30,69,30,138,1,2,0,19,32,50,18,7,4,13,10,11
Mir3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2i,12000,14559,12686,14447,12327,11116,8318,8177,8890,12321,9696,10225,9856,11816,10980,8679,9106,9254
Prss34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Tpsab1,0,0,0,4,0,0,0,0,1,2,0,2,0,0,0,6,0,0
Tpsb2,0,0,0,0,0,0,0,0,0,4,4,9,8,0,2,0,4,2
Tpsg1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2
Cacna1h,167,1005,767,937,582,2660,143,107,161,2255,1839,2754,2307,2209,2521,1785,1866,2038
Tekt4,0,12,17,12,18,50,0,2,0,18,8,14,0,1,0,2,0,0
Sstr5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sox8,106,92,55,199,47,266,11,2,6,342,363,282,45,23,35,22,17,24
2810468N07Rik,58,55,59,63,44,30,30,30,36,254,223,216,54,23,25,20,27,46
Lmf1,1596,2101,1775,899,703,593,1295,1504,1560,2731,2139,2183,656,646,862,907,1100,1273
Gm22645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gng13,0,8,6,3,0,0,2,0,0,8,2,6,4,8,2,4,14,10
Chtf18,1970,2445,2322,1072,890,898,506,464,455,2293,1518,1690,668,472,762,596,541,594
Rpusd1,525,645,513,468,388,362,538,470,563,681,433,548,346,292,393,366,380,409
Mslnl,19,34,15,5,14,67,1,0,4,6,6,20,6,12,12,5,0,0
Gm25083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Msln,0,4,0,0,0,0,0,0,0,409,373,531,405,349,711,409,482,630
Narfl,814,858,806,686,553,494,965,1131,1178,1220,778,923,565,555,695,862,990,965
Haghl,878,1010,934,430,398,351,297,384,448,1649,1123,1299,484,407,637,522,497,561
Mir6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc78,40,23,17,9,41,18,10,6,28,38,28,44,4,13,13,29,19,18
Fam173a,1384,1605,1613,975,563,588,874,971,1082,2070,1428,1650,657,549,655,866,913,956
Metrn,128,151,108,63,36,24,51,91,62,291,148,171,34,38,40,60,52,63
Gm26694,367,284,290,328,186,185,230,279,322,436,363,345,252,170,288,293,303,338
Fbxl16,10,16,22,89,29,24,104,102,109,63,68,63,46,51,59,68,103,68
Wdr24,1388,1725,1545,1318,877,852,1418,1516,1618,2032,1322,1594,954,952,1064,1328,1306,1408
Jmjd8,2766,3078,2470,2041,1568,1309,1910,1692,1847,3546,2598,2826,1498,1406,1604,1810,1923,2104
Stub1,3373,3991,3572,3257,2413,2301,1976,1884,2231,3288,2481,2487,1853,1837,1993,2205,2302,2358
Mir3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhbdl1,55,44,50,64,41,24,60,34,45,104,65,99,79,67,66,53,84,66
Gm20683,22,71,69,50,24,49,28,12,38,107,73,101,94,108,90,76,81,78
Rhot2,1570,2103,1846,2054,1530,1749,1390,1500,1549,2709,1803,2239,1596,1655,1750,1952,1869,1986
Wdr90,3163,3458,3601,1973,1422,1420,1151,1237,1293,6032,4070,3963,1692,1604,1767,1844,1830,2101
Mcrip2,618,704,646,405,127,434,128,137,163,764,439,593,119,137,158,605,776,704
Mettl26,778,727,594,415,310,243,381,330,519,901,731,871,254,223,329,579,576,731
Wfikkn1,26,64,38,50,76,48,47,28,74,22,28,28,26,45,36,28,38,48
Rab40c,895,952,877,1065,824,679,1089,1175,1271,1019,801,877,687,913,819,823,870,985
Gm16278,0,30,12,14,6,17,14,10,18,27,30,28,14,14,11,10,29,9
Pigq,2681,3367,3401,2257,1863,2323,2457,2241,2768,4275,3257,3482,1497,1574,1705,2253,2210,2634
Nhlrc4,1,0,0,0,0,0,4,1,0,1,0,2,0,0,2,0,0,0
A930017K11Rik,0,0,0,0,0,0,2,0,2,4,0,2,0,4,2,2,8,4
D630044L22Rik,9,8,12,8,8,1,8,5,8,31,13,22,10,17,11,14,12,16
Capn15,1909,2854,2746,3302,2168,1831,1945,1765,1994,3915,2620,2815,2394,2166,2342,2226,2081,2277
1700022N22Rik,4,4,6,14,4,20,10,28,12,20,14,6,0,4,6,10,16,18
Rab11fip3,1478,1930,1690,1326,840,894,1834,1580,1675,3026,2086,2381,1087,902,1158,1183,1256,1303
Decr2,561,699,486,163,156,123,816,876,979,1443,1088,1082,228,189,274,619,679,602
Nme4,295,410,351,54,40,24,75,60,106,242,179,257,64,52,83,128,72,122
Gm8186,20,4,4,9,6,7,6,4,2,6,0,6,0,2,4,8,0,3
Tmem8,186,574,528,553,203,1241,135,166,180,482,363,471,154,144,137,332,300,297
Mrpl28,2883,3377,2762,1993,1727,1447,1350,1255,1376,2043,1391,1541,926,933,1003,1057,1047,1173
Axin1,2770,3659,3042,4105,2990,3278,2717,2611,2939,3880,2700,3158,2308,2739,2658,2200,2447,2537
Pdia2,0,12,6,0,2,0,2,0,2,3,0,6,4,0,2,4,4,2
Arhgdig,822,1189,945,376,335,176,106,73,157,257,178,319,153,123,148,199,131,170
Rgs11,2839,3829,4067,232,156,137,552,721,561,2072,1428,2363,457,388,568,930,639,727
Fam234a,3935,5306,4240,2585,2353,2316,3036,3233,3529,15175,9824,12519,2998,3075,3374,3546,3356,4089
Gm23123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Luc7l,6275,7984,6505,4863,4035,3168,2823,2991,3093,12277,9641,9845,4811,4860,5555,4634,4916,5341
Neurl1b,137,163,162,14,37,19,17,60,18,498,403,389,41,32,58,198,252,230
Dusp1,460,445,468,886,879,1237,1177,874,1281,451,324,394,642,778,701,1517,2262,1785
Gm8225,7,11,6,7,6,12,14,7,6,7,5,5,2,1,4,6,1,2
1700049J03Rik,6,9,13,6,2,7,5,3,0,13,5,4,0,2,4,4,4,6
Ergic1,3774,3607,3035,4168,3008,2525,2882,2786,3425,3659,2664,2861,1859,1958,2235,3601,3965,4131
Gm22420,0,0,1,0,2,1,0,0,0,1,0,2,0,0,0,0,0,1
Gm17218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v0e,1092,1603,1140,1600,1149,1419,2623,2736,3088,1352,1163,1244,891,999,1092,1778,1991,2209
Crebrf,277,446,270,453,217,241,1828,1983,2162,1133,997,1120,659,632,815,1588,2075,1986
Bnip1,1283,1880,1456,896,770,859,708,850,990,1303,1046,1003,478,536,560,700,639,787
Nkx2-5,2,8,0,1,0,4,0,0,0,2,0,0,0,0,2,0,0,2
Gm17382,0,8,0,0,0,1,4,0,0,0,4,0,2,0,0,2,2,2
Gm20468,1,6,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2
Kifc5b,1516,1863,1771,1191,935,902,435,526,483,1882,1308,1235,869,761,853,647,658,793
Gm27775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf1,1239,3569,3062,4362,2130,8667,2398,2274,2474,2417,1872,2480,1362,1366,1526,1930,1934,1997
Mir6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuta,1927,2081,1654,1153,861,898,1370,1455,1402,1572,1182,1337,546,464,558,1087,1195,1213
Syngap1,556,763,710,814,417,437,1285,1578,1596,2061,1368,1622,644,465,696,1204,1314,1370
Mir3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb9,14,32,14,32,16,10,24,22,22,16,8,14,8,8,8,16,25,22
Ggnbp1,745,1144,1019,677,451,498,435,420,527,1158,976,1001,557,579,681,506,507,569
Bak1,1906,1949,1868,1856,1653,1076,3742,3644,4638,1936,1519,1414,977,1038,1108,2681,3243,2933
Itpr3,198,260,252,930,451,504,2172,2446,2273,940,598,861,447,490,595,1110,1335,1359
Mir7677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itpr3os,1,0,2,1,2,7,1,2,3,4,2,5,4,3,5,7,3,0
Uqcc2,2891,3082,2872,2497,1754,1670,1673,1534,2101,1304,938,1049,700,740,767,1160,1329,1196
Ip6k3,258,196,177,115,91,59,53,86,98,68,30,45,50,26,37,21,48,41
Lemd2,4565,5629,4528,6118,4607,3419,5511,5775,6229,6147,4655,5450,4523,4349,4666,4875,5187,5991
Gm26724,60,89,114,121,52,62,102,125,81,201,172,197,125,106,98,86,113,167
AC125141.2,0,31,12,4,8,23,0,0,0,2,2,10,0,0,0,2,0,3
Mir7214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10505,2,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,3,1
Mir7216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC125141.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AC125141.3,1,3,0,6,1,1,1,2,2,3,1,5,1,2,2,2,3,5
Mir7217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC125141.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grm4,122,461,548,642,193,1459,22,29,20,56,70,168,43,43,58,74,29,61
AC127341.4,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0
AC127341.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC127341.3,22,44,73,271,248,218,278,192,273,12,10,30,163,357,202,170,232,209
AC127341.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
